Date,total_trip,avg_fare_amount
2019-07-22,13998,12.866520217173882
2019-07-23,13207,13.2240281668812
2019-07-24,13827,13.51321255514573
2019-07-25,14575,13.582476843910806
2019-07-26,15350,13.56672052117264
2019-07-27,14777,13.123537253840428
2019-07-28,12613,13.107049076349798
2019-07-29,12673,12.786051447960231
2019-07-30,13533,13.290104928692823
2019-07-31,13985,13.481225598855918
2019-08-01,14914,13.616479147110098
2019-08-02,15659,13.525920556868256
2019-08-03,14687,12.781423027166882
2019-08-04,12324,12.757297143784484
2019-08-05,12545,13.657764846552412
2019-08-06,13117,13.630644964549822
2019-08-07,13662,12.80287366417801
2019-08-08,14234,13.206632007868485
2019-08-09,14537,12.955203274403248
2019-08-10,13563,12.781006414510065
2019-08-11,9245,12.8465451595457
2019-08-12,11075,12.653397742663657
2019-08-13,12042,12.396709018435477
2019-08-14,12561,12.446368919672
2019-08-15,13212,12.783690584317286
2019-08-16,13987,12.711628655179808
2019-08-17,13828,12.532762510847556
2019-08-18,11673,12.51328107598732
2019-08-19,11409,12.713041458497678
2019-08-20,12054,12.440513522482165
2019-08-21,12411,12.381352026428168
2019-08-22,13226,12.323751701194617
2019-08-23,13612,12.59697913605642
2019-08-24,12983,13.03625433258877
2019-08-25,10985,12.753179790623577
2019-08-26,11544,12.976865904365905
2019-08-27,11814,13.365198916539699
2019-08-28,12547,12.976183948354187
2019-08-29,12873,13.397776742018177
2019-08-30,14029,13.27128519495331
2019-08-31,12802,13.48077409779722
2019-09-01,11262,13.754641271532586
2019-09-02,9140,13.527059080962802
2019-09-03,12626,13.547757009345796
2019-09-04,13354,13.550070390894115
2019-09-05,13798,13.624162922162633
2019-09-06,14771,13.052486629205877
2019-09-07,14035,12.937307445671534
2019-09-08,11871,13.789454974307136
2019-09-09,12215,12.711898485468685
2019-09-10,12431,12.903574129193146
2019-09-11,13190,12.642356330553449
2019-09-12,14342,12.508581090503418
2019-09-13,14625,12.988000683760685
2019-09-14,14232,13.03563940415964
2019-09-15,11680,13.027337328767123
2019-09-16,12546,12.458656942451777
2019-09-17,12432,12.782478281853281
2019-09-18,13114,12.729749885618423
2019-09-19,13927,12.775098729087384
2019-09-20,14743,12.927119989147393
2019-09-21,14964,12.883227078321303
2019-09-22,11983,13.006395727280315
2019-09-23,12721,12.707370489741372
2019-09-24,12691,12.88472224411
2019-09-25,13314,12.912362175153973
2019-09-26,13892,13.139126115750072
2019-09-27,14361,12.902795069981199
2019-09-28,13692,12.969253578732106
2019-09-29,11017,12.944325133883998
2019-09-30,10887,11.921438412785891
2019-10-01,12185,12.269262207632334
2019-10-02,13261,12.363686750622126
2019-10-03,14298,12.356858301860399
2019-10-04,14910,12.967283031522468
2019-10-05,14467,12.491142600400911
2019-10-06,11657,12.536999227931714
2019-10-07,12293,12.371981615553565
2019-10-08,12737,12.244307136688388
2019-10-09,11756,11.498108200068051
2019-10-10,12795,12.934511137162955
2019-10-11,13741,12.58211483880358
2019-10-12,13585,12.668985645933015
2019-10-13,11121,13.01503371998921
2019-10-14,9400,12.56009574468085
2019-10-15,11797,12.591346104941934
2019-10-16,13313,12.04640276421543
2019-10-17,13619,12.547482928261989
2019-10-18,14596,12.923091257878871
2019-10-19,13574,12.688551642846619
2019-10-20,10825,12.238661431870671
2019-10-21,11160,12.407610215053763
2019-10-22,11679,11.987358506721465
2019-10-23,11765,12.777574160645985
2019-10-24,12323,12.79256106467581
2019-10-25,13273,12.729857605665636
2019-10-26,13491,12.941036987621377
2019-10-27,9968,12.900269863563404
2019-10-28,11129,12.597875819929914
2019-10-29,11881,12.533420587492635
2019-10-30,11819,12.698581944326932
2019-10-31,12555,12.478821983273596
2019-11-01,14575,12.569446312178387
2019-11-02,13547,12.277987746364508
2019-11-03,10162,12.655012792757331
2019-11-04,11445,12.574406290956748
2019-11-05,11006,12.389198618935126
2019-11-06,11946,12.86688096433953
2019-11-07,13161,12.404660740065344
2019-11-08,14154,12.303114313974849
2019-11-09,13567,12.403445861281048
2019-11-10,10572,12.487181233446842
2019-11-11,9977,12.340317730780797
2019-11-12,12482,12.115839609037014
2019-11-13,12271,12.322000651943606
2019-11-14,12882,12.242511256016147
2019-11-15,13678,12.440795437929523
2019-11-16,13554,12.213931680684668
2019-11-17,10655,12.478647583294228
2019-11-18,11714,12.11053867167492
2019-11-19,11412,12.480080616894496
2019-11-20,12449,12.261621817013415
2019-11-21,12722,12.67478226693916
2019-11-22,14132,12.283579818850834
2019-11-23,13299,12.553524325137229
2019-11-24,10133,12.059410835882758
2019-11-25,11244,12.474134649590894
2019-11-26,11701,12.973212545936244
2019-11-27,12714,12.47344738084002
2019-11-28,9396,12.828321626223925
2019-11-29,10246,11.57456275619754
2019-11-30,11600,12.213070689655172
2019-12-01,9615,11.49703172126885
2019-12-02,11141,11.450797055919576
2019-12-03,11852,12.2491191360108
2019-12-04,12261,12.331525161079846
2019-12-05,13022,12.438592382122563
2019-12-06,13953,12.333160610621372
2019-12-07,14126,12.209415970550756
2019-12-08,10737,12.439249324764832
2019-12-09,11661,12.408347483063201
2019-12-10,11787,12.423325697802664
2019-12-11,12174,12.285053392475767
2019-12-12,13518,12.598751294570203
2019-12-13,14568,12.08373695771554
2019-12-14,13729,12.508105470172627
2019-12-15,11404,12.27403630305156
2019-12-16,11818,12.026142325266543
2019-12-17,12207,12.189017776685509
2019-12-18,12471,12.347891107369096
2019-12-19,13681,12.33122798041079
2019-12-20,13939,12.65927254465887
2019-12-21,12442,12.474267802604082
2019-12-22,9542,12.667864179417313
2019-12-23,10649,12.344879331392619
2019-12-24,11100,11.807427927927927
2019-12-25,6082,12.850277869122
2019-12-26,9046,11.857961529957992
2019-12-27,9989,12.207050755831414
2019-12-28,10202,12.461256616349736
2019-12-29,8891,12.231264199752559
2019-12-30,10088,11.733897700237906
2019-12-31,12143,11.847152268796838
2019-01-03,12,15.916666666666666
2019-01-27,24,9.291666666666666
2019-01-28,40564,14.569472931663544
2019-01-29,42845,14.3427835219979
2019-01-30,42689,13.815061725503059
2019-01-31,42370,13.687727637479348
2019-02-01,50046,13.827233145506133
2019-02-02,45391,13.165954264061156
2019-02-03,37236,13.868703942421313
2019-02-04,40306,14.972388726244231
2019-02-05,39590,15.025939378630966
2019-02-06,44902,14.56411473876442
2019-02-07,43839,14.836570633454231
2019-02-08,48439,14.362006441090855
2019-02-09,45344,13.232847124206069
2019-02-10,35651,13.583514627920676
2019-02-11,40681,14.444323640028514
2019-02-12,34308,13.607903695930979
2019-02-13,42447,14.632636228708742
2019-02-14,45429,15.056968236148716
2019-02-15,45127,14.877024397810622
2019-02-16,41058,13.595920405280337
2019-02-17,34687,13.841116844927495
2019-02-18,29847,13.209717559553724
2019-02-19,39827,14.961747056017275
2019-02-20,37980,13.925032385466034
2019-02-21,40770,14.785193034093695
2019-02-22,44350,14.423950169109355
2019-02-23,42061,13.652537029552317
2019-02-24,32682,13.907997980539747
2019-02-25,39834,14.606142491339057
2019-02-26,41458,14.75069106083265
2019-02-27,42704,14.49457427875609
2019-02-28,41309,14.344698249776078
2019-03-01,44983,14.17426138763533
2019-03-02,37337,13.200860808313468
2019-03-03,34044,13.648755727881564
2019-03-04,31370,13.516302199553715
2019-03-05,40456,14.78587551908246
2019-03-06,42810,14.4059152067274
2019-03-07,43535,14.55138601125531
2019-03-08,44009,14.367538912495172
2019-03-09,41480,13.31149349083896
2019-03-10,31352,13.173116866547588
2019-03-11,37219,14.514632311453827
2019-03-12,38412,14.36437467458086
2019-03-13,40654,14.733017169282235
2019-03-14,41692,15.148587258946561
2019-03-15,43179,14.534914194400057
2019-03-16,41571,13.760886916359961
2019-03-17,34127,13.907085299030093
2019-03-18,35554,14.604726331777016
2019-03-19,37009,15.128770299116432
2019-03-20,38276,14.721924443515519
2019-03-21,40522,14.144130842505305
2019-03-22,42223,13.946103308623261
2019-03-23,39752,13.745367528677802
2019-03-24,31982,14.111001500844225
2019-03-25,35517,14.609374665653068
2019-03-26,36497,14.232060169328985
2019-03-27,38436,14.133372099073785
2019-03-28,39496,14.522047802309096
2019-03-29,40552,14.165734858946537
2019-03-30,40608,13.527223453506698
2019-03-31,33349,13.303841494497586
2019-04-01,36508,13.837951133998027
2019-04-02,37833,14.05287764649909
2019-04-03,38906,14.606157147997738
2019-04-04,40824,14.584336419753086
2019-04-05,43301,13.807769335581163
2019-04-06,39991,13.654467255132406
2019-04-07,33307,14.090181643498363
2019-04-08,31805,12.891526489545669
2019-04-09,33875,12.687314538745389
2019-04-10,34249,13.19355601623405
2019-04-11,35937,12.932130116592926
2019-04-12,38894,12.699259268781818
2019-04-13,36423,13.059367432666173
2019-04-14,29861,12.643558487659488
2019-04-15,33349,12.672360790428499
2019-04-16,33212,13.325580513067566
2019-04-17,33933,13.170306486311262
2019-04-18,34816,12.474943991268383
2019-04-19,33174,12.07953336950624
2019-04-20,34089,11.752172841679135
2019-04-21,29243,12.242265499435762
2019-04-22,29162,12.301615115561347
2019-04-23,29793,12.623369583459201
2019-04-24,31074,12.421920898500355
2019-04-25,33019,12.051123292649686
2019-04-26,35141,11.884734925016362
2019-04-27,34671,12.325783507830751
2019-04-28,28495,12.319397789085805
2019-04-29,29683,12.356077552808005
2019-04-30,30945,12.453839715624495
2019-05-01,33115,12.069143892495848
2019-05-02,34360,12.289335273573924
2019-05-03,36385,12.331631716366633
2019-05-04,35499,12.549402518380798
2019-05-05,27787,12.185683952927628
2019-05-06,29001,13.094436743560568
2019-05-07,32621,13.582513105055025
2019-05-08,33091,14.059553050678431
2019-05-09,34771,13.746984843691582
2019-05-10,35946,13.764984142880987
2019-05-11,34692,12.958047388446905
2019-05-12,29860,12.493339919624917
2019-05-13,32266,13.4231822971549
2019-05-14,32708,13.519158004158005
2019-05-15,33045,14.007242245422908
2019-05-16,34731,14.100363939995969
2019-05-17,36323,14.00247061090769
2019-05-18,38365,13.294766584126156
2019-05-19,31082,13.05029695643781
2019-05-20,30626,13.779634950695486
2019-05-21,31369,13.760033153750518
2019-05-22,32513,13.930571771291483
2019-05-23,33337,13.927912529621741
2019-05-24,34157,13.92726995930556
2019-05-25,29948,12.807736075864833
2019-05-26,26900,12.96417843866171
2019-05-27,21970,12.586790168411472
2019-05-28,30534,13.500069758302221
2019-05-29,32457,13.523198693656223
2019-05-30,33744,13.630294570886676
2019-05-31,33595,13.996270575978569
2019-06-01,34926,13.009537880089331
2019-06-02,30260,13.322
2019-06-03,30176,14.091270546129374
2019-06-04,23142,13.682710223835452
2019-06-05,29944,13.543212663638792
2019-06-06,33362,13.933013008812422
2019-06-07,35868,13.621648265863723
2019-06-08,33904,12.92761444077395
2019-06-09,28300,12.55950035335689
2019-06-10,30149,13.093734452220637
2019-06-11,30141,14.021216947015693
2019-06-12,31116,13.413463170073275
2019-06-13,34516,13.738775060841348
2019-06-14,35128,13.833140514689136
2019-06-15,34162,13.106375504947017
2019-06-16,27905,12.638422504927432
2019-06-17,29877,13.599843357766845
2019-06-18,31038,13.031334493201882
2019-06-19,32344,13.58298293346525
2019-06-20,33613,13.384270966590307
2019-06-21,34448,13.892884928007431
2019-06-22,33348,12.848026868178001
2019-06-23,27974,13.116789161364125
2019-06-24,28847,13.610921759628384
2019-06-25,29902,13.21923817804829
2019-06-26,31082,13.397693198635865
2019-06-27,31514,13.841076981658945
2019-06-28,34943,13.260612425950836
2019-06-29,32255,12.645811192063247
2019-06-30,26334,12.839085592769802
2019-07-01,27704,13.186073491192607
2019-07-02,27792,12.985799510650548
2019-07-03,29310,13.35661821903787
2019-07-04,19307,12.838122960584245
2019-07-05,26378,12.364575782849345
2019-07-06,26515,12.417657929473883
2019-07-07,24253,12.777478250113388
2019-07-08,26094,12.814180271326741
2019-07-09,27148,12.98316340061883
2019-07-10,28664,13.224157828635223
2019-07-11,31463,12.689226392905953
2019-07-12,31838,13.489227966580815
2019-07-13,32868,13.270245223317511
2019-07-14,25946,12.729751021352039
2019-07-15,26330,13.045238890998862
2019-07-16,28061,13.352715156266704
2019-07-17,31342,12.997381149894709
2019-07-18,29715,13.363120309607941
2019-07-19,33421,13.3788444391251
2019-07-20,29338,12.548499556888677
2019-07-21,24688,12.415210223590408
2019-07-22,27960,12.887530400572246
2019-07-23,26381,13.2486899662636
2019-07-24,27617,13.53785277184343
2019-07-25,29107,13.611133060775758
2019-07-26,30665,13.590178705364423
2019-07-27,29512,13.147601653564653
2019-07-28,25195,13.130184560428656
2019-07-29,25313,12.809120214909335
2019-07-30,27029,13.317702467719856
2019-07-31,27923,13.522092182072127
2019-08-01,29787,13.64704971967637
2019-08-02,31276,13.552806624888094
2019-08-03,29316,12.822711488606904
2019-08-04,24603,12.799757753119538
2019-08-05,25050,13.685861077844311
2019-08-06,26188,13.661728272491219
2019-08-07,27268,12.837049288543346
2019-08-08,28430,13.229103060147732
2019-08-09,29023,12.989545532853255
2019-08-10,27078,12.816504173129477
2019-08-11,18460,12.875575297941495
2019-08-12,22113,12.684424094424093
2019-08-13,24058,12.414803391803144
2019-08-14,25078,12.475962197942419
2019-08-15,26389,12.809771116753192
2019-08-16,27930,12.740909416398138
2019-08-17,27599,12.580947860429726
2019-08-18,23301,12.550645895025964
2019-08-19,22780,12.748744073748902
2019-08-20,24063,12.47351535552508
2019-08-21,24765,12.421769836462751
2019-08-22,26414,12.346364806541985
2019-08-23,27174,12.62724148082726
2019-08-24,25933,13.062425481047315
2019-08-25,21946,12.771865488016038
2019-08-26,23051,13.008866426619235
2019-08-27,23595,13.390820936639118
2019-08-28,25048,13.008060923027786
2019-08-29,25708,13.428472070950676
2019-08-30,28014,13.301381095166702
2019-08-31,25562,13.514855645098192
2019-09-01,22490,13.784394842152066
2019-09-02,18257,13.551840389987403
2019-09-03,25225,13.569078295341923
2019-09-04,26663,13.588814461988523
2019-09-05,27548,13.65684732103964
2019-09-06,29503,13.07592651594753
2019-09-07,28027,12.96400685053698
2019-09-08,23694,13.83751413860049
2019-09-09,24396,12.73715978029185
2019-09-10,24827,12.941966810327466
2019-09-11,26334,12.673921546289966
2019-09-12,28649,12.529808719327027
2019-09-13,29199,13.02039521901435
2019-09-14,28423,13.061778841079407
2019-09-15,23316,13.074882055241037
2019-09-16,25050,12.489582435129739
2019-09-17,24827,12.812517823337496
2019-09-18,26199,12.752334058551854
2019-09-19,27811,12.801017582970767
2019-09-20,29434,12.966670177345925
2019-09-21,29890,12.907869521579123
2019-09-22,23927,13.03610063944498
2019-09-23,25417,12.725200456387457
2019-09-24,25353,12.903187788427406
2019-09-25,26589,12.93912444996051
2019-09-26,27751,13.159303448524378
2019-09-27,28682,12.928589707830696
2019-09-28,27345,12.99782556226001
2019-09-29,22003,12.976969504158525
2019-09-30,21746,11.941984732824427
2019-10-01,24322,12.319992188142422
2019-10-02,26484,12.39006305694004
2019-10-03,28549,12.383730078111316
2019-10-04,29776,12.996261418592155
2019-10-05,28874,12.530898039758954
2019-10-06,23288,12.558081415321194
2019-10-07,24548,12.400936939872903
2019-10-08,25440,12.270329009433961
2019-10-09,23479,11.521914050853955
2019-10-10,25555,12.965776951672861
2019-10-11,27432,12.622674613589968
2019-10-12,27128,12.69682025951047
2019-10-13,22210,13.04305447996398
2019-10-14,18776,12.58446580741372
2019-10-15,23573,12.608353624909853
2019-10-16,26589,12.070383617285342
2019-10-17,27191,12.583137802949505
2019-10-18,29151,12.950935130870297
2019-10-19,27113,12.709777597462473
2019-10-20,21622,12.261591434649894
2019-10-21,22290,12.434356662180349
2019-10-22,23323,12.014364790121341
2019-10-23,23494,12.80473525155359
2019-10-24,24610,12.819162129215767
2019-10-25,26510,12.756587702753679
2019-10-26,26950,12.960781447124305
2019-10-27,19915,12.920373085613859
2019-10-28,22222,12.628171181711815
2019-10-29,23732,12.563726192482722
2019-10-30,23609,12.72172646024821
2019-10-31,25078,12.502082303213971
2019-11-01,29096,12.607646755567776
2019-11-02,27046,12.309831768098796
2019-11-03,20292,12.68457914449044
2019-11-04,22857,12.598393927462046
2019-11-05,21981,12.411652791046812
2019-11-06,23873,12.880201063963472
2019-11-07,26276,12.434813518039274
2019-11-08,28260,12.33127211606511
2019-11-09,27093,12.436426383198611
2019-11-10,21100,12.524505213270142
2019-11-11,19934,12.355984749673924
2019-11-12,24927,12.138998676134312
2019-11-13,24517,12.34025533303422
2019-11-14,25732,12.264130654438054
2019-11-15,27316,12.466769292722216
2019-11-16,27060,12.245832594235033
2019-11-17,21273,12.513824096272272
2019-11-18,23389,12.14290606695455
2019-11-19,22790,12.506309784993418
2019-11-20,24845,12.293822901992353
2019-11-21,25399,12.702513878499154
2019-11-22,28216,12.314051247519139
2019-11-23,26557,12.579722483714274
2019-11-24,20234,12.088222793318177
2019-11-25,22443,12.500428641447222
2019-11-26,23373,12.993536131433705
2019-11-27,25390,12.502998030720756
2019-11-28,18771,12.849492301955143
2019-11-29,20456,11.602803089558076
2019-11-30,23161,12.250841500798757
2019-12-01,19197,11.529072771787257
2019-12-02,22248,11.47613987774182
2019-12-03,23680,12.269050675675675
2019-12-04,24493,12.353274813211938
2019-12-05,26014,12.464575228722996
2019-12-06,27862,12.355587538583016
2019-12-07,28199,12.250439377282882
2019-12-08,21441,12.466220791940675
2019-12-09,23297,12.428749195175344
2019-12-10,23530,12.453368465788357
2019-12-11,24303,12.314192486524298
2019-12-12,26983,12.633147537338322
2019-12-13,29099,12.104319048764562
2019-12-14,27415,12.529083348531826
2019-12-15,22769,12.30450261320216
2019-12-16,23602,12.045987628167106
2019-12-17,24370,12.224397209684037
2019-12-18,24922,12.360869914132092
2019-12-19,27331,12.35240020489554
2019-12-20,27846,12.678704302233715
2019-12-21,24848,12.50528412749517
2019-12-22,19059,12.692298651555696
2019-12-23,21260,12.37447036688617
2019-12-24,22152,11.842267063921994
2019-12-25,12147,12.878625174940314
2019-12-26,18068,11.882512729687845
2019-12-27,19938,12.241647106028688
2019-12-28,20374,12.48613330715618
2019-12-29,17754,12.259687394389996
2019-12-30,20140,11.764554121151937
2019-12-31,24239,11.889308139774743
