trip_distance,passenger_count,avg(fare_amount)
0.44,2.0,4.6717267552182165
0.44,3.0,4.8882352941176475
0.44,4.0,5.527027027027027
0.44,5.0,4.299107142857143
0.44,6.0,4.319148936170213
0.45,1.0,4.480528739046488
0.45,2.0,4.618556701030927
0.45,3.0,9.703703703703704
0.45,4.0,6.9
0.45,5.0,4.340637450199203
0.45,6.0,4.333333333333333
0.46,1.0,4.518547389615993
0.46,2.0,4.487547892720307
0.46,3.0,5.977678571428571
0.46,4.0,4.739583333333333
0.46,5.0,4.678571428571429
0.46,6.0,4.429032258064516
0.47,1.0,4.489905046120456
0.47,2.0,4.719512195121951
0.47,3.0,4.736363636363636
0.47,4.0,4.7375
0.47,5.0,4.350187265917603
0.47,6.0,4.391304347826087
0.48,1.0,4.612865527585757
0.48,2.0,4.763406940063091
0.48,3.0,5.4
0.48,4.0,5.179245283018868
0.48,5.0,4.637546468401487
0.48,6.0,4.471264367816092
0.48,8.0,8.0
0.49,1.0,4.614377897506578
0.49,2.0,4.768006700167504
0.49,3.0,4.514285714285714
0.49,4.0,5.150943396226415
0.49,5.0,4.430124223602484
0.49,6.0,4.573369565217392
0.5,1.0,4.584042266565631
0.5,2.0,4.774299424184261
0.5,3.0,4.812775330396476
0.5,4.0,5.049180327868853
0.5,5.0,4.419354838709677
0.5,6.0,4.586124401913875
0.51,1.0,4.64481521349121
0.51,2.0,4.6659937888198755
0.51,3.0,4.653846153846154
0.51,4.0,4.448979591836735
0.51,5.0,4.665109034267913
0.51,6.0,4.602209944751381
0.52,1.0,4.70832832022212
0.52,2.0,4.94468085106383
0.52,3.0,4.555084745762712
0.52,4.0,5.73404255319149
0.52,5.0,4.601851851851852
0.52,6.0,4.576923076923077
0.53,1.0,4.679328408327737
0.53,2.0,5.033405172413793
0.53,3.0,5.31140350877193
0.53,4.0,5.049019607843137
0.53,5.0,4.657407407407407
0.53,6.0,4.5625
0.54,1.0,4.793867592098238
0.54,2.0,5.014409221902017
0.54,3.0,4.8344
0.54,4.0,4.528301886792453
0.54,5.0,4.67816091954023
0.54,6.0,4.669117647058823
0.55,1.0,4.774767465894998
0.55,2.0,4.975741239892184
0.55,3.0,4.818791946308725
0.55,4.0,5.401515151515151
0.55,5.0,4.7
0.55,6.0,4.76595744680851
0.56,1.0,4.855444533440128
0.56,2.0,4.8791718946047675
0.56,3.0,4.848684210526316
0.56,4.0,4.827272727272727
0.56,5.0,4.693349753694581
0.56,6.0,4.8478260869565215
0.56,7.0,7.0
0.57,1.0,4.930738039673279
0.57,2.0,4.843457943925234
0.57,3.0,4.8
0.57,4.0,4.861538461538461
0.57,5.0,4.823820754716981
0.57,6.0,4.790262172284645
0.58,1.0,4.826249762402585
0.58,2.0,4.858785942492013
0.58,3.0,5.5051948051948045
0.58,4.0,4.702702702702703
0.58,5.0,4.847921225382932
0.58,6.0,4.837552742616034
0.59,1.0,4.884900178086044
0.59,2.0,4.811640211640212
0.59,3.0,4.708333333333333
0.59,4.0,4.903846153846154
0.59,5.0,4.901508620689656
0.59,6.0,4.799603174603175
0.6,1.0,4.928699370083881
0.6,2.0,5.030941047235445
0.6,3.0,5.109507640067911
0.6,4.0,5.017241379310345
0.6,5.0,4.953874538745388
0.6,6.0,5.014925373134329
0.61,1.0,4.967976761342678
0.61,2.0,4.98581560283688
0.61,3.0,4.899159663865547
0.61,4.0,4.910256410256411
0.61,5.0,4.989051094890511
0.61,6.0,4.833333333333333
0.61,8.0,8.0
0.62,1.0,4.986637287525856
0.62,2.0,5.053056516724337
0.62,3.0,4.855828220858895
0.62,4.0,5.493333333333333
0.62,5.0,5.12085308056872
0.62,6.0,5.034090909090909
0.63,1.0,5.024441828881847
0.63,2.0,5.06659090909091
0.63,3.0,5.856209150326797
0.63,4.0,5.014925373134329
0.63,5.0,5.094713656387666
0.63,6.0,4.962633451957295
0.64,1.0,5.066511154390935
0.64,2.0,5.263657407407408
0.64,3.0,5.326347305389222
0.64,4.0,4.912698412698413
0.64,5.0,5.0572597137014315
0.64,6.0,5.133333333333334
0.64,7.0,0.07
0.65,1.0,5.094309445120891
0.65,2.0,5.2952755905511815
0.65,3.0,5.023255813953488
0.65,4.0,5.626666666666667
0.65,5.0,5.044871794871795
0.65,6.0,5.102459016393443
0.66,1.0,5.143154478580701
0.66,2.0,5.069780853517877
0.66,3.0,4.944805194805195
0.66,4.0,5.053846153846154
0.66,5.0,5.0978260869565215
0.66,6.0,5.106007067137809
0.67,1.0,5.191039318592446
0.67,2.0,5.145562130177515
0.67,3.0,5.2375
0.67,4.0,5.014084507042254
0.67,5.0,5.185894736842106
0.67,6.0,5.226148409893993
0.67,7.0,7.0
0.68,1.0,5.224296568422811
0.68,2.0,6.844753747323341
0.68,3.0,5.266447368421052
0.68,4.0,5.565789473684211
0.68,5.0,5.150574712643678
0.68,6.0,5.166058394160584
0.69,1.0,5.289377836455153
0.69,2.0,5.213829787234043
0.69,3.0,6.27906976744186
0.69,4.0,5.1571428571428575
0.69,5.0,5.138075313807532
0.69,6.0,5.3
0.69,7.0,7.0
0.69,8.0,8.0
0.7,1.0,5.287891747504569
0.7,2.0,5.457027287319422
0.7,3.0,5.576271186440678
0.7,4.0,5.415458937198068
0.7,5.0,5.209939148073023
0.7,6.0,5.258566978193146
0.7,7.0,7.0
0.7,8.0,8.0
0.71,1.0,5.308620126079851
0.71,2.0,5.435500515995872
0.71,3.0,5.4935064935064934
0.71,4.0,5.48
0.71,5.0,5.223509803921568
0.71,6.0,5.319218241042345
0.71,7.0,7.0
0.72,1.0,5.34955474784189
0.72,2.0,7.731237911025145
0.72,3.0,5.358247422680412
0.72,4.0,5.459302325581396
0.72,5.0,5.3123827392120075
0.72,6.0,5.308510638297872
0.73,1.0,5.395860630876554
0.73,2.0,5.47900390625
0.73,3.0,5.376373626373627
0.73,4.0,5.237804878048781
0.73,5.0,5.461832061068702
0.73,6.0,5.344594594594595
0.73,7.0,7.0
0.74,1.0,5.4277287209831595
0.74,2.0,5.568694798822375
0.74,3.0,5.339080459770115
0.74,4.0,6.01123595505618
0.74,5.0,5.4222222222222225
0.74,6.0,5.583067092651757
0.75,1.0,5.443578057798235
0.75,2.0,5.758032128514056
0.75,3.0,5.494186046511628
0.75,4.0,5.515151515151516
0.75,5.0,5.452293577981651
0.75,6.0,5.5588235294117645
0.76,1.0,5.537560449371327
0.76,2.0,5.546724470134874
0.76,3.0,5.943548387096774
0.76,4.0,6.057471264367816
0.76,5.0,5.423817863397548
0.76,6.0,5.54421768707483
0.77,1.0,5.551231900200491
0.77,2.0,5.621998078770413
0.77,3.0,5.5
0.77,4.0,6.142857142857143
0.77,5.0,5.532549728752261
0.77,6.0,5.488679245283019
0.77,7.0,7.0
0.78,1.0,5.581197804642883
0.78,2.0,5.642444658325313
0.78,3.0,5.440886699507389
0.78,4.0,5.45945945945946
0.78,5.0,5.6
0.78,6.0,5.591935483870968
0.79,1.0,5.623920280332896
0.79,2.0,5.777140169332079
0.79,3.0,5.895631067961165
0.79,4.0,5.579787234042553
0.79,5.0,5.6187845303867405
0.79,6.0,5.653846153846154
0.8,1.0,5.6716229951986925
0.8,2.0,5.872290994426518
0.8,3.0,5.796185935637664
0.8,4.0,5.992857142857143
0.8,5.0,5.579964850615114
0.8,6.0,5.685393258426966
0.8,8.0,8.0
0.81,1.0,5.693887949415485
0.81,2.0,5.776508226691042
0.81,3.0,6.102564102564102
0.81,4.0,5.7
0.81,5.0,5.758211678832117
0.81,6.0,5.7517006802721085
0.81,7.0,7.0
0.82,1.0,5.745569528765539
0.82,2.0,5.828339350180506
0.82,3.0,5.947089947089947
0.82,4.0,5.593333333333334
0.82,5.0,5.672828096118299
0.82,6.0,5.8197492163009406
0.83,1.0,5.799461279461279
0.83,2.0,5.830719557195572
0.83,3.0,5.963888888888889
0.83,4.0,5.938202247191011
0.83,5.0,5.757630161579892
0.83,6.0,5.79421768707483
0.84,1.0,5.866380605020383
0.84,2.0,5.85629203539823
0.84,3.0,6.121212121212121
0.84,4.0,5.753333333333333
0.84,5.0,5.876623376623376
0.84,6.0,5.820063694267516
0.85,1.0,5.864887233893065
0.85,2.0,5.944644464446444
0.85,3.0,5.903061224489796
0.85,4.0,5.663157894736842
0.85,5.0,5.843589743589743
0.85,6.0,5.955445544554456
0.86,1.0,5.8826169734438665
0.86,2.0,5.918425605536332
0.86,3.0,5.793838862559242
0.86,4.0,5.690721649484536
0.86,5.0,5.816758747697974
0.86,6.0,5.877049180327869
0.86,8.0,8.0
0.87,1.0,5.894770559778853
0.87,2.0,6.079083837510804
0.87,3.0,6.0088888888888885
0.87,4.0,7.78494623655914
0.87,5.0,5.8754152823920265
0.87,6.0,5.905027932960894
0.88,1.0,5.959840634701621
0.88,2.0,5.984255319148936
0.88,3.0,6.338325991189427
0.88,4.0,5.847222222222222
0.88,5.0,6.034959349593496
0.88,6.0,6.009375
0.89,1.0,5.9839701822197675
0.89,2.0,6.039786710418376
0.89,3.0,6.153846153846154
0.89,4.0,6.833333333333333
0.89,5.0,6.033870967741936
0.89,6.0,5.944444444444445
0.9,1.0,6.035098258706468
0.9,2.0,6.162847905538375
0.9,3.0,6.210109622411693
0.9,4.0,6.088135593220339
0.9,5.0,6.045383411580595
0.9,6.0,6.125690607734807
0.9,8.0,8.0
0.91,1.0,6.102706501419373
0.91,2.0,6.194929343308396
0.91,3.0,6.11734693877551
0.91,4.0,6.191919191919192
0.91,5.0,6.098471986417657
0.91,6.0,6.077844311377246
0.92,1.0,6.199139401565996
0.92,2.0,6.188294010889292
0.92,3.0,6.133689839572193
0.92,4.0,6.063953488372093
0.92,5.0,6.123300970873786
0.92,6.0,6.205607476635514
0.93,1.0,6.139731107696606
0.93,2.0,6.237783595113438
0.93,3.0,6.261083743842365
0.93,4.0,6.035
0.93,5.0,6.069343065693431
0.93,6.0,6.128164556962025
0.93,7.0,7.0
0.94,1.0,6.258474268556665
0.94,2.0,6.261206896551724
0.94,3.0,6.229064039408867
0.94,4.0,6.05
0.94,5.0,6.1195028680688335
0.94,6.0,6.235880398671096
0.95,1.0,6.229416536217447
0.95,2.0,6.346798917944094
0.95,3.0,6.33743842364532
0.95,4.0,6.270833333333333
0.95,5.0,6.246704331450094
0.95,6.0,6.311708860759493
0.95,8.0,8.0
0.96,1.0,6.26837955371783
0.96,2.0,6.279029462738301
0.96,3.0,6.51875
0.96,4.0,6.052941176470588
0.96,5.0,6.3291457286432165
0.96,6.0,6.33125
0.96,8.0,85.5
0.97,1.0,6.27549855907781
0.97,2.0,6.387727272727273
0.97,3.0,6.317535545023697
0.97,4.0,7.063106796116505
0.97,5.0,6.275137111517368
0.97,6.0,6.409226190476191
0.98,1.0,6.334452674310946
0.98,2.0,6.402116402116402
0.98,3.0,6.495145631067961
0.98,4.0,6.266990291262136
0.98,5.0,6.318890814558059
0.98,6.0,6.327302631578948
0.98,7.0,7.0
0.99,1.0,6.396283731142432
0.99,2.0,6.469434306569343
0.99,3.0,6.434782608695652
0.99,4.0,6.925531914893617
0.99,5.0,6.383071553228621
0.99,6.0,6.378688524590164
1.0,1.0,6.421112025127131
1.0,2.0,6.643013999451002
1.0,3.0,6.536538461538462
1.0,4.0,6.56981981981982
1.0,5.0,6.433506044905009
1.0,6.0,6.4869281045751634
1.01,1.0,6.456619219602011
1.01,2.0,6.4615649183147035
1.01,3.0,6.514925373134329
1.01,4.0,6.7
1.01,5.0,6.463129496402877
1.01,6.0,6.4865771812080535
1.01,8.0,8.0
1.02,1.0,6.487243612554266
1.02,2.0,6.60546875
1.02,3.0,6.447783251231527
1.02,4.0,6.755952380952381
1.02,5.0,6.457066189624329
1.02,6.0,6.644615384615385
1.03,1.0,6.538601754256653
1.03,2.0,6.609280138768431
1.03,3.0,6.721052631578948
1.03,4.0,6.765625
1.03,5.0,6.578125
1.03,6.0,6.588424437299035
1.04,1.0,6.5859909647333135
1.04,2.0,8.116901408450705
1.04,3.0,6.618303571428571
1.04,4.0,6.338541666666667
1.04,5.0,6.565137614678899
1.04,6.0,6.641479099678457
1.05,1.0,6.62953601864666
1.05,2.0,6.685236768802229
1.05,3.0,6.694767441860465
1.05,4.0,6.659090909090909
1.05,5.0,6.587837837837838
1.05,6.0,6.745791245791246
1.06,1.0,6.689651043197179
1.06,2.0,6.740181818181818
1.06,3.0,6.713157894736842
1.06,4.0,7.064935064935065
1.06,5.0,6.7231448763250885
1.06,6.0,6.688153310104529
1.06,8.0,8.0
1.07,1.0,6.674554360636417
1.07,2.0,6.7716324710080285
1.07,3.0,7.023809523809524
1.07,4.0,6.98051948051948
1.07,5.0,6.805100182149363
1.07,6.0,6.988673139158576
1.08,1.0,6.782454338736888
1.08,2.0,6.726519337016574
1.08,3.0,7.081188118811881
1.08,4.0,7.329545454545454
1.08,5.0,6.7200374531835205
1.08,6.0,6.765886287625418
1.09,1.0,6.803635753189584
1.09,2.0,6.883408476104599
1.09,3.0,6.737345971563981
1.09,4.0,6.759036144578313
1.09,5.0,6.761818181818182
1.09,6.0,6.864285714285714
1.09,7.0,71.0
1.09,8.0,8.0
1.1,1.0,6.831452281076573
1.1,2.0,7.013666097838453
1.1,3.0,7.035329341317365
1.1,4.0,7.047826086956522
1.1,5.0,6.822916666666667
1.1,6.0,6.875394321766562
1.11,1.0,6.849832127135716
1.11,2.0,6.9182648401826485
1.11,3.0,7.189814814814815
1.11,4.0,7.123529411764705
1.11,5.0,6.833948339483395
1.11,6.0,6.881294964028777
1.12,1.0,6.895718813674439
1.12,2.0,6.991833030852995
1.12,3.0,7.254098360655738
1.12,4.0,7.926666666666667
1.12,5.0,6.886775362318841
1.12,6.0,6.961397058823529
1.13,1.0,6.929889441270312
1.13,2.0,6.93484555984556
1.13,3.0,7.0109289617486334
1.13,4.0,7.074468085106383
1.13,5.0,6.924268502581755
1.13,6.0,6.947019867549669
1.13,8.0,8.0
1.14,1.0,6.989612799755614
1.14,2.0,6.9837983798379835
1.14,3.0,7.253554502369668
1.14,4.0,7.46
1.14,5.0,6.958984375
1.14,6.0,6.964765100671141
1.15,1.0,7.01297651344857
1.15,2.0,7.154024051803885
1.15,3.0,7.349162011173185
1.15,4.0,7.413793103448276
1.15,5.0,7.0353053435114505
1.15,6.0,6.982698961937716
1.16,1.0,7.05005245699298
1.16,2.0,7.0850585058505855
1.16,3.0,6.997354497354498
1.16,4.0,6.8352272727272725
1.16,5.0,7.025454545454545
1.16,6.0,7.096091205211726
1.17,1.0,7.100382107657316
1.17,2.0,7.10983446932814
1.17,3.0,7.634920634920635
1.17,4.0,7.010989010989011
1.17,5.0,7.129151291512915
1.17,6.0,7.2052117263843645
1.17,7.0,7.0
1.17,8.0,8.0
1.18,1.0,7.130938368860056
1.18,2.0,7.273159784560144
1.18,3.0,7.247395833333333
1.18,4.0,7.061643835616438
1.18,5.0,7.103703703703704
1.18,6.0,7.156603773584906
1.18,8.0,8.0
1.19,1.0,7.1508284207260315
1.19,2.0,7.322987390882639
1.19,3.0,7.717156862745098
1.19,4.0,7.159090909090909
1.19,5.0,7.221388367729831
1.19,6.0,7.197183098591549
1.19,8.0,8.0
1.2,1.0,7.1946926175208015
1.2,2.0,7.386647646219687
1.2,3.0,7.395804455445545
1.2,4.0,7.553990610328638
1.2,5.0,7.317924528301887
1.2,6.0,7.376838235294118
1.21,1.0,7.218388965096784
1.21,2.0,7.261029411764706
1.21,3.0,7.461340206185567
1.21,4.0,7.306451612903226
1.21,5.0,7.181985294117647
1.21,6.0,7.314814814814815
1.22,1.0,7.262314723131998
1.22,2.0,7.19873320537428
1.22,3.0,7.247126436781609
1.22,4.0,7.160493827160494
1.22,5.0,7.2157996146435455
1.22,6.0,7.298045602605863
1.23,1.0,7.315269773145309
1.23,2.0,7.378211227402474
1.23,3.0,7.3908629441624365
1.23,4.0,7.442857142857143
1.23,5.0,7.359134615384615
1.23,6.0,7.24294670846395
1.24,1.0,7.338217394653724
1.24,2.0,7.357280617164899
1.24,3.0,7.413043478260869
1.24,4.0,7.920454545454546
1.24,5.0,7.259615384615385
1.24,6.0,7.403333333333333
1.24,8.0,8.0
1.25,1.0,7.365091986760065
1.25,2.0,7.499081726354453
1.25,3.0,7.365979381443299
1.25,4.0,7.128378378378378
1.25,5.0,7.415607985480944
1.25,6.0,7.40443686006826
1.26,1.0,7.438478260869566
1.26,2.0,7.407122232916266
1.26,3.0,7.644508670520231
1.26,4.0,7.545454545454546
1.26,5.0,7.422862453531598
1.26,6.0,7.537828947368421
1.27,1.0,7.46182379349046
1.27,2.0,7.542490118577075
1.27,3.0,7.815104166666667
1.27,4.0,7.38
1.27,5.0,7.431
1.27,6.0,7.546075085324232
1.28,1.0,7.534768280949327
1.28,2.0,7.617332035053554
1.28,3.0,7.821428571428571
1.28,4.0,7.454545454545454
1.28,5.0,7.595789473684211
1.28,6.0,7.494402985074627
1.29,1.0,7.500505877584111
1.29,2.0,7.53118609406953
1.29,3.0,7.551030927835052
1.29,4.0,7.951086956521739
1.29,5.0,7.652129817444219
1.29,6.0,7.483333333333333
1.29,8.0,8.0
1.3,1.0,7.573165833310314
1.3,2.0,7.76347218176522
1.3,3.0,7.85873850197109
1.3,4.0,7.607929515418502
1.3,5.0,7.601351351351352
1.3,6.0,7.5472027972027975
1.31,1.0,7.573678743961352
1.31,2.0,7.666507633587786
1.31,3.0,7.795081967213115
1.31,4.0,7.313953488372093
1.31,5.0,7.4951923076923075
1.31,6.0,7.5334394904458595
1.32,1.0,7.655153707052441
1.32,2.0,7.7871189773844645
1.32,3.0,7.691860465116279
1.32,4.0,7.401408450704225
1.32,5.0,7.712806026365349
1.32,6.0,7.832752613240418
1.33,1.0,7.63228393621159
1.33,2.0,7.750245338567223
1.33,3.0,7.748571428571428
1.33,4.0,7.7215189873417724
